"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"STAG","Stag Industrial, Inc.","22.52","$3.35B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stag",
"STAG^C","Stag Industrial, Inc.","25.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","0.3636","$10.51M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/ssi",
"SMP","Standard Motor Products, Inc.","41.57","$933.76M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","49.02","$610.43M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sxi",
"SWK","Stanley Black & Decker, Inc.","100","$15.4B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swk",
"SWP","Stanley Black & Decker, Inc.","72.65","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swp",
"SWT","Stanley Black & Decker, Inc.","69.96","n/a","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/swt",
"STN","Stantec Inc","25.56","$2.84B","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/stn",
"SGU","Star Group, L.P.","7.7","$356.08M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sgu",
"SRT","StarTek, Inc.","3.76","$144.87M","1997","Technology","Professional Services","https://old.nasdaq.com/symbol/srt",
"STWD","STARWOOD PROPERTY TRUST, INC.","10.25","$2.9B","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stwd",
"STT","State Street Corporation","53.27","$18.88B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stt",
"STT^D","State Street Corporation","24.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^d",
"STT^G","State Street Corporation","24.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stt^g",
"SPLP","Steel Partners Holdings LP","5.4234","$135.71M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/splp",
"SPLP^A","Steel Partners Holdings LP","16.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/splp^a",
"SCS","Steelcase Inc.","9.87","$1.16B","1998","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/scs",
"SCA","Stellus Capital Investment Corporation","19.825","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sca",
"SCM","Stellus Capital Investment Corporation","7.29","$141.97M","2012","n/a","n/a","https://old.nasdaq.com/symbol/scm",
"SCL","Stepan Company","88.46","$1.99B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/scl",
"STE","STERIS plc","139.97","$11.87B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","10.45","$2.07B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl",
"STL^A","Sterling Bancorp","22.4933","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stl^a",
"STC","Stewart Information Services Corporation","26.67","$631.54M","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","41.28","$2.87B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf",
"SF^A","Stifel Financial Corporation","24.3173","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sf^a",
"SF^B","Stifel Financial Corporation","24.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sf^b",
"SFB","Stifel Financial Corporation","22.17","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/sfb",
"STM","STMicroelectronics N.V.","21.37","$19B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/stm",
"EDF","Stone Harbor Emerging Markets Income Fund","7.43","$122.69M","2010","n/a","n/a","https://old.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","6.48","$63.68M","2012","n/a","n/a","https://old.nasdaq.com/symbol/edi",
"STON","StoneMor Inc.","1.04","$98.23M","2004","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","16.75","$459.09M","1997","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","18.12","$4.42B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/stor",
"GJH","STRATS Trust","8.3599","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjh",
"GJO","STRATS Trust","21.05","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjo",
"GJS","STRATS Trust","18.32","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjs",
"SYK","Stryker Corporation","166.49","$62.41B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/syk",
"MSC","Studio City International Holdings Limited","20.2","$1.59B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/msc",
"RGR","Sturm, Ruger & Company, Inc.","50.91","$888.48M","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","14.14","$877.68M","1996","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sph",
"SMFG","Sumitomo Mitsui Financial Group Inc","4.79","$32.8B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/smfg",
"INN","Summit Hotel Properties, Inc.","4.22","$443.84M","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/inn",
"INN^D","Summit Hotel Properties, Inc.","13.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^d",
"INN^E","Summit Hotel Properties, Inc.","13.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/inn^e",
"SUM","Summit Materials, Inc.","15","$1.7B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","0.61","$57.1M","2012","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/smlp",
"SUI","Sun Communities, Inc.","124.85","$11.65B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sui",
"SLF","Sun Life Financial Inc.","32.09","$18.86B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/slf",
"SXC","SunCoke Energy, Inc.","3.85","$322.39M","2011","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","15.8","$24.21B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/su",
"STG","Sunlands Technology Group","1.37","$233.46M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/stg",
"NOVA","Sunnova Energy International Inc.","10.07","$845.89M","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/nova",
"SUN","Sunoco LP","15.64","$1.3B","2012","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/sun",
"SHO","Sunstone Hotel Investors, Inc.","8.71","$1.94B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/sho",
"SHO^E","Sunstone Hotel Investors, Inc.","20","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^e",
"SHO^F","Sunstone Hotel Investors, Inc.","19.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sho^f",
"SPN","Superior Energy Services, Inc.","1.47","$23.22M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","1.2","$30.15M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/sup",
"SUZ","Suzano S.A.","6.87","$9.27B","2018","Basic Industries","Paper","https://old.nasdaq.com/symbol/suz",
"SWZ","Swiss Helvetia Fund, Inc. (The)","6.95","$92.21M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/swz",
"SWCH","Switch, Inc.","14.43","$3.48B","2017","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/swch",
"SBE","Switchback Energy Acquisition Corporation","9.65","$378.9M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/sbe",
"SBE.U","Switchback Energy Acquisition Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/sbe.u",
"SBE.WS","Switchback Energy Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbe.ws",
"SYF","Synchrony Financial","16.09","$9.87B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/syf",
"SYF^A","Synchrony Financial","17.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/syf^a",
"SNX","Synnex Corporation","73.1","$3.72B","2003","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/snx",
"SNV","Synovus Financial Corp.","17.56","$2.59B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/snv",
"SNV^D","Synovus Financial Corp.","21.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^d",
"SNV^E","Synovus Financial Corp.","20.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/snv^e",
"GJP","Synthetic Fixed-Income Securities, Inc.","22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","22.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","17.74","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gjt",
"SYY","Sysco Corporation","45.63","$23.2B","n/a","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/syy",
"SYX","Systemax Inc.","17.73","$669.36M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/syx",
"TLRD","Tailored Brands, Inc.","1.74","$84.26M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tlrd",
"TWN","Taiwan Fund, Inc. (The)","16.45","$123.25M","1986","n/a","n/a","https://old.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","47.79","$247.84B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/tsm",
"TAK","Takeda Pharmaceutical Company Limited","15.18","$47.29B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/tak",
"TAL","TAL Education Group","53.26","$31.52B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tal",
"TGE","Tallgrass Energy, LP","16.46","$4.64B","2015","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/tge",
"TALO","Talos Energy, Inc.","5.75","$311.68M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/talo",
"SKT","Tanger Factory Outlet Centers, Inc.","5","$464.46M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/skt",
"TPR","Tapestry, Inc.","12.95","$3.57B","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/tpr",
"NGLS^A","Targa Resources Partners LP","14.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","6.91","$1.61B","2010","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","92.97","$46.57B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","61.2","$2.34B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/taro",
"TTM","Tata Motors Ltd","4.72","$3.4B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","41.88","$2.56B","1992","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","21.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","21.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tco^k",
"TMHC","Taylor Morrison Home Corporation","11","$1.48B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tmhc",
"TRP","TC Energy Corporation","44.3","$41.57B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/trp",
"TCP","TC PipeLines, LP","27.48","$2.01B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/tcp",
"TSI","TCW Strategic Income Fund, Inc.","5.17","$246.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tsi",
"TEL","TE Connectivity Ltd.","62.98","$21.02B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/tel",
"TISI","Team, Inc.","6.5","$198.37M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/tisi",
"FTI","TechnipFMC plc","6.74","$3.02B","n/a","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/fti",
"TECK","Teck Resources Ltd","7.56","$4.08B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/teck",
"TK","Teekay Corporation","3.16","$318.48M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","9.79","$758.82M","2005","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tgp",
"TGP^A","Teekay LNG Partners L.P.","20.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tgp^a",
"TGP^B","Teekay LNG Partners L.P.","18.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tgp^b",
"TNK","Teekay Tankers Ltd.","22.24","$748.48M","2007","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tnk",
"TGNA","TEGNA Inc.","10.86","$2.37B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","14.06","$367.03M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","17.81","$757.06M","1987","n/a","n/a","https://old.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","15.36","$634.99M","2014","n/a","n/a","https://old.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","14.98","$347.72M","1992","n/a","n/a","https://old.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","11.39","$342.87M","2015","n/a","n/a","https://old.nasdaq.com/symbol/thw",
"TDOC","Teladoc Health, Inc.","155.01","$11.32B","2015","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","9.22","$3.97B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/teo",
"TDY","Teledyne Technologies Incorporated","297.27","$10.89B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","292.86","$13.58B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","9.53","$16.09B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","4.57","$23.73B","1988","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tef",
"TDA","Telephone and Data Systems, Inc.","20.1","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","21.06","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","21.25","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","21.25","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","16.76","$1.92B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tds",
"TU","TELUS Corporation","15.78","$20.07B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","17.05","$576.36M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","11.15","$185M","1987","n/a","n/a","https://old.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","7.48","$359.03M","1993","n/a","n/a","https://old.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","5.35","$717.67M","1988","n/a","n/a","https://old.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","43.71","$2.28B","2003","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tpx",
"TS","Tenaris S.A.","12.05","$7.11B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ts",
"TME","Tencent Music Entertainment Group","10.06","$16.88B","2018","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tme",
"THC","Tenet Healthcare Corporation","14.4","$1.5B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/thc",
"TNC","Tennant Company","57.95","$1.07B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","3.6","$292.34M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","24.7","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","24.91","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/tve",
"TDC","Teradata Corporation","20.49","$2.27B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/tdc",
"TEX","Terex Corporation","14.36","$1.02B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","11.9","$2.34B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tx",
"TRNO","Terreno Realty Corporation","51.75","$3.5B","2010","Finance","Real Estate","https://old.nasdaq.com/symbol/trno",
"TTI","Tetra Technologies, Inc.","0.32","$40.23M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tti",
"TEVA","Teva Pharmaceutical Industries Limited","8.98","$9.81B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/teva",
"TPL","Texas Pacific Land Trust","380.01","$2.95B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tpl",
"TGH","Textainer Group Holdings Limited","8.22","$467.04M","2007","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","26.67","$6.07B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/txt",
"TFII","TFI International Inc.","22.09","$1.95B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tfii",
"AES","The AES Corporation","13.6","$9.04B","n/a","Basic Industries","Electric Utilities: Central","https://old.nasdaq.com/symbol/aes",
"BK","The Bank Of New York Mellon Corporation ","33.68","$29.81B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bk",
"BK^C","The Bank Of New York Mellon Corporation ","24.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bk^c",
"BX","The Blackstone Group Inc.","45.57","$54.54B","2007","Finance","Investment Managers","https://old.nasdaq.com/symbol/bx",
"CEE","The Central and Eastern Europe Fund, Inc.","17.5403","$117.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cee",
"SCHW","The Charles Schwab Corporation","33.62","$43.24B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/schw",
"SCHW^C","The Charles Schwab Corporation","25.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^c",
"SCHW^D","The Charles Schwab Corporation","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/schw^d",
"COO","The Cooper Companies, Inc. ","275.67","$14.7B","n/a","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/coo",
"GDV","The Gabelli Dividend & Income Trust","14.81","$1.34B","2003","n/a","n/a","https://old.nasdaq.com/symbol/gdv",
"GDV^A","The Gabelli Dividend & Income Trust","25.2792","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^a",
"GDV^G","The Gabelli Dividend & Income Trust","25.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^g",
"GDV^H","The Gabelli Dividend & Income Trust","24.9902","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdv^h",
"GRX","The Gabelli Healthcare & Wellness Trust","8.66","$157.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx",
"GRX^A.CL","The Gabelli Healthcare & Wellness Trust","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx^a.cl",
"GRX^B","The Gabelli Healthcare & Wellness Trust","25.5868","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","7.84","$122.88M","2007","n/a","n/a","https://old.nasdaq.com/symbol/gdl",
"GDL^C","The GDL Fund","50.0494","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gdl^c",
"THG","The Hanover Insurance Group, Inc.","90.58","$3.46B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","22.92","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/thga",
"MSG","The Madison Square Garden Company","211.41","$5.07B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msg",
"RUBI","The Rubicon Project, Inc.","5.55","$305.48M","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/rubi",
"TRV","The Travelers Companies, Inc.","99.35","$25.34B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/trv",
"VAM","The Vivaldi Opportunities Fund","11.1208","$63.65M","2018","n/a","n/a","https://old.nasdaq.com/symbol/vam",
"TMO","Thermo Fisher Scientific Inc","283.6","$113.11B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tmo",
"THR","Thermon Group Holdings, Inc.","15.07","$495.57M","2011","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/thr",
"TPRE","Third Point Reinsurance Ltd.","7.41","$698.12M","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/tpre",
"TSLF","THL Credit Senior Loan Fund","11.56","$85.76M","2013","n/a","n/a","https://old.nasdaq.com/symbol/tslf",
"TCRW","THL Credit, Inc.","20.1201","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/tcrw",
"TCRZ","THL Credit, Inc.","21","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/tcrz",
"TRI","Thomson Reuters Corp","67.86","$33.59B","n/a","Consumer Services","Publishing","https://old.nasdaq.com/symbol/tri",
"THO","Thor Industries, Inc.","42.18","$2.33B","n/a","Consumer Non-Durables","Homebuilding","https://old.nasdaq.com/symbol/tho",
"TDW","Tidewater Inc.","7.08","$283.99M","2017","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/tdw",
"TDW.WS.A","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.a",
"TDW.WS.B","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws.b",
"TIF","Tiffany & Co.","129.5","$15.69B","1987","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/tif",
"TLYS","Tilly&#39;s, Inc.","4.13","$122.57M","2012","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tlys",
"TSU","TIM Participacoes S.A.","12.16","$5.89B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tsu",
"TKR","Timken Company (The)","32.34","$2.45B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tkr",
"TMST","TimkenSteel Corporation","3.23","$145.15M","2014","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/tmst",
"TWI","Titan International, Inc.","1.55","$93.56M","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/twi",
"TJX","TJX Companies, Inc. (The)","47.81","$57.26B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/tjx",
"TOL","Toll Brothers, Inc.","19.25","$2.44B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tol",
"TR","Tootsie Roll Industries, Inc.","35.96","$1.41B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/tr",
"BLD","TopBuild Corp.","71.64","$2.4B","2015","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bld",
"TTC","Toro Company (The)","65.09","$6.96B","n/a","Capital Goods","Tools/Hardware","https://old.nasdaq.com/symbol/ttc",
"TD","Toronto Dominion Bank (The)","42.39","$76.86B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/td",
"SHLL","Tortoise Acquisition Corp.","9.83","$286.31M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/shll",
"SHLL.U","Tortoise Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/shll.u",
"SHLL.WS","Tortoise Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shll.ws",
"NDP","Tortoise Energy Independence Fund, Inc.","1.15","$16.98M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ndp",
"TYG","Tortoise Energy Infrastructure Corporation","2.56","$137.56M","2004","n/a","n/a","https://old.nasdaq.com/symbol/tyg",
"TEAF","Tortoise Essential Assets Income Term Fund","10.1","$136.26M","2019","n/a","n/a","https://old.nasdaq.com/symbol/teaf",
"NTG","Tortoise Midstream Energy Fund, Inc.","0.8541","$53.99M","2010","n/a","n/a","https://old.nasdaq.com/symbol/ntg",
"TTP","Tortoise Pipeline & Energy Fund, Inc.","2.65","$26.54M","2011","n/a","n/a","https://old.nasdaq.com/symbol/ttp",
"TPZ","Tortoise Power and Energy Infrastructure Fund, Inc","6.99","$48.59M","2009","n/a","n/a","https://old.nasdaq.com/symbol/tpz",
"TOT","Total S.A.","37.24","$95.82B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tot",
"TSQ","Townsquare Media, Inc.","4.61","$87.49M","2014","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tsq",
"TM","Toyota Motor Corp Ltd Ord","119.95","$168.98B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tm",
"TRTX","TPG RE Finance Trust, Inc.","5.49","$419.52M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/trtx",
"TSLX","TPG Specialty Lending, Inc.","13.92","$928.73M","2014","n/a","n/a","https://old.nasdaq.com/symbol/tslx",
